Experiment,Model,Train Time (s),Inference Time (s),RMSE,MAE,R2 Score,SHAP Time (s)
8,Lasso,0.12652230262756348,0.0002722740173339844,24.73108942069479,19.712252528755023,0.0005857393212179707,0.0011751651763916016
8,Random Forest,3.922717571258545,0.04870319366455078,24.978490263012084,19.827227236594577,-0.019509829861277028,678.722998380661
8,XGBoost,0.08315563201904297,0.004065990447998047,24.744342661679333,19.736751495391488,-0.0004857077873590132,0.012623071670532227
8,LightGBM,0.05186319351196289,0.001245260238647461,24.744950759358037,19.735433565925536,-0.0005348827054805216,0.008717060089111328
9,Linear Regression,0.012453794479370117,0.020510435104370117,25.643920656931805,20.541921489975856,0.007039387594723556,0.0014138221740722656
9,Ridge,4.212313652038574,0.0002620220184326172,25.698891854655237,20.598246271484836,0.002777735157417305,0.0011730194091796875
9,Lasso,0.13209271430969238,0.0002613067626953125,25.71595993732885,20.61918056841001,0.0014526722441630113,0.0011391639709472656
9,Random Forest,4.318924903869629,0.060675859451293945,25.99533209506054,20.87152241744796,-0.020361145679207215,729.0098686218262
9,XGBoost,0.0750727653503418,0.003798961639404297,25.749931108182942,20.646924047534466,-0.0011872624562270229,0.01470041275024414
9,LightGBM,0.0306851863861084,0.0016374588012695312,25.71992222675389,20.61281531458631,0.00114493818825534,0.019212722778320312
10,Linear Regression,0.004163265228271484,0.004522562026977539,26.09429622119256,20.907831822204734,0.008447637407583253,0.001018524169921875
10,Ridge,1.8567166328430176,0.0003311634063720703,26.1200642855701,20.928028777056927,0.006488358615549639,0.0011856555938720703
10,Lasso,0.12931036949157715,0.0002789497375488281,26.130086215889072,20.93229084635732,0.005725817260383348,0.001134634017944336
10,Random Forest,4.007683038711548,0.05123257637023926,26.40237749356671,21.075785641137788,-0.01510402476716255,688.1143028736115
10,XGBoost,0.09728765487670898,0.0024213790893554688,26.19904867410427,20.981881682987638,0.00047071990457858703,0.016852140426635742
10,LightGBM,0.05110049247741699,0.0011050701141357422,26.1933962060291,20.97770305756848,0.000901972042068544,0.023740291595458984
11,Linear Regression,0.015260457992553711,0.0036628246307373047,24.528423458766415,19.38187224829842,0.0031319481689474626,0.0013456344604492188
11,Ridge,1.9014463424682617,0.0002269744873046875,24.536555711464676,19.388451537548303,0.0024708272619530236,0.0010852813720703125
11,Lasso,0.1377408504486084,0.0003097057342529297,24.54975648667316,19.395333111790666,0.0013971883379116923,0.0011191368103027344
11,Random Forest,3.9843902587890625,0.06131243705749512,24.869690502057686,19.661085746172816,-0.024800122023358462,685.8111698627472
11,XGBoost,0.1399061679840088,0.0041577816009521484,24.555917793762653,19.396672812066313,0.0008958822932136901,0.04951167106628418
11,LightGBM,0.05098295211791992,0.001998424530029297,24.56362559065139,19.4048716749378,0.0002685711675065594,0.011790275573730469
12,Linear Regression,0.017606019973754883,0.0037970542907714844,26.102363998676083,20.854555449635125,0.003689782263186725,0.0012614727020263672
12,Ridge,1.6253023147583008,0.0002446174621582031,26.118129526491305,20.85513110547838,0.002485898968747069,0.0011458396911621094
12,Lasso,0.12642502784729004,0.00028204917907714844,26.121693729841763,20.859829648827063,0.0022136294184429417,0.0010950565338134766
12,Random Forest,3.8237764835357666,0.05042457580566406,26.42424363926224,21.146362698089288,-0.02103359307197894,668.9611258506775
12,XGBoost,0.21521806716918945,0.0046193599700927734,26.151891448927014,20.874367683053446,-9.46656777711663e-05,0.07612442970275879
12,LightGBM,0.0591893196105957,0.0023598670959472656,26.19204984387106,20.92703368916578,-0.003168480268469942,0.050666093826293945
13,Linear Regression,0.003774881362915039,0.00022602081298828125,25.550160235693376,20.357365313877853,-0.00758546231993118,0.0010077953338623047
13,Ridge,1.2373526096343994,0.0001633167266845703,25.50391678148975,20.307320682981217,-0.003941487792701093,0.0008072853088378906
13,Lasso,0.0791635513305664,0.0001785755157470703,25.5046842939013,20.317256440915372,-0.004001913738503671,0.0007989406585693359
13,Random Forest,3.4378902912139893,0.06181621551513672,25.83891004092224,20.593181908681522,-0.030488184083788505,611.723249912262
13,XGBoost,0.20834875106811523,0.0046405792236328125,25.52634409959673,20.317463199993277,-0.005707931362581187,0.08286786079406738
13,LightGBM,0.038143157958984375,0.0022013187408447266,25.55267659459448,20.324564990074627,-0.007783940253347055,0.027433156967163086
14,Linear Regression,0.012749433517456055,0.0008895397186279297,25.277613686118176,20.247472995666,0.004120407796468717,0.0018651485443115234
14,Ridge,1.9297831058502197,0.00025916099548339844,25.279574177176112,20.25026610849217,0.0039659241673931644,0.0012319087982177734
14,Lasso,0.14628982543945312,0.00026154518127441406,25.279436795806557,20.252967981954146,0.003976749994812678,0.0011730194091796875
14,Random Forest,5.896366119384766,0.05064868927001953,25.578239383026236,20.509957016139328,-0.019708368072638205,671.876277923584
14,XGBoost,0.10171866416931152,0.0024254322052001953,25.33078048745494,20.27799126657332,-7.329624460372663e-05,0.017089366912841797
14,LightGBM,0.05423569679260254,0.0012116432189941406,25.342632941092305,20.292115395436745,-0.0010093981156693577,0.01513361930847168
15,Linear Regression,0.03310084342956543,0.005036115646362305,25.140487450197195,19.879309931274246,-0.0004907237571316614,0.001317739486694336
15,Ridge,1.8239316940307617,0.0007088184356689453,25.12465213277803,19.85132977188583,0.0007692437474171587,0.0011191368103027344
15,Lasso,0.12444281578063965,0.0002627372741699219,25.13337730717423,19.856617690182677,7.510665702525898e-05,0.0011250972747802734
15,Random Forest,3.701176166534424,0.06106209754943848,25.399880921821882,20.08371290090537,-0.02124287495721866,652.4424877166748
15,XGBoost,0.11336708068847656,0.0026841163635253906,25.13003719775644,19.841919030138442,0.0003408597698404403,0.03415179252624512
15,LightGBM,0.06689333915710449,0.0027811527252197266,25.153513718188137,19.86976469388896,-0.001527778959897308,0.04646015167236328
16,Linear Regression,0.006918191909790039,0.014046907424926758,24.54403470530217,19.51913010041102,0.00042840368631347214,0.001567840576171875
16,Ridge,1.9425787925720215,0.00023984909057617188,24.521273040779203,19.486747815529903,0.0022815108687448404,0.001268625259399414
16,Lasso,0.1354236602783203,0.0002930164337158203,24.524105777442095,19.48551658012617,0.0020509814841945806,0.0011031627655029297
16,Random Forest,3.765411615371704,0.050037384033203125,24.732442917601425,19.628512808656957,-0.014976588377849431,661.7880439758301
16,XGBoost,0.0912783145904541,0.004119396209716797,24.54488519229887,19.49454162571347,0.000359129226417787,0.02033710479736328
16,LightGBM,0.05952095985412598,0.0023164749145507812,24.505004781829964,19.458949124534552,0.0036049134965341345,0.03670001029968262
17,Linear Regression,0.014363288879394531,0.019650697708129883,25.532462151104525,20.553307332148812,-0.004059345993309593,0.0010182857513427734
17,Ridge,2.082685708999634,0.00026154518127441406,25.500692257393876,20.513383499890086,-0.0015622101721868287,0.0011830329895019531
17,Lasso,0.1415548324584961,0.0002608299255371094,25.49677087028645,20.513897567387946,-0.0012542019722092679,0.0010950565338134766
17,Random Forest,6.796152114868164,0.051662445068359375,25.868526138141696,20.755253692392536,-0.03066460150868977,696.1237192153931
17,XGBoost,0.14326786994934082,0.002796649932861328,25.50727334766712,20.492869010678863,-0.0020792331444918766,0.15595173835754395
17,LightGBM,0.0440523624420166,0.002157926559448242,25.535690926158743,20.52907460087681,-0.004313304011966501,0.04628872871398926
18,Linear Regression,0.03847670555114746,0.004763126373291016,24.89715538267051,19.967464903604174,-0.004065216420656936,0.001373291015625
18,Ridge,1.8785290718078613,0.00023603439331054688,24.8448893564017,19.92724161874624,0.00014598077980187973,0.0011174678802490234
18,Lasso,0.13801217079162598,0.00029397010803222656,24.864330013755247,19.953612889865262,-0.0014193652336835783,0.0011112689971923828
18,Random Forest,4.259054899215698,0.06065630912780762,25.107278529086877,20.1401941176514,-0.021084641020317818,693.8383803367615
18,XGBoost,0.6214380264282227,0.002776622772216797,24.85414194197755,19.92938383580366,-0.0005988772381448904,0.057775259017944336
18,LightGBM,0.04644513130187988,0.001129150390625,24.83836153414906,19.91276737643207,0.0006713211649118644,0.012927770614624023
19,Linear Regression,0.003828287124633789,0.0001895427703857422,26.00585014818015,20.694172853339094,-0.0023082720427347603,0.0008704662322998047
19,Ridge,1.2158482074737549,0.00015115737915039062,25.982806425275285,20.659068768813686,-0.0005327729997175457,0.0008199214935302734
19,Lasso,0.07745146751403809,0.0001697540283203125,25.974079207401676,20.645766013921456,0.00013924070873017058,0.0007815361022949219
19,Random Forest,6.465799570083618,0.04245281219482422,26.333829940116896,20.928112774417887,-0.027749458037860997,666.0258972644806
19,XGBoost,0.15244126319885254,0.0028061866760253906,25.983856856990204,20.648717084418355,-0.0006136736217741134,0.0599665641784668
19,LightGBM,0.057839393615722656,0.002404451370239258,26.036778026145374,20.69692965240606,-0.004693712313669884,0.0447545051574707
20,Linear Regression,0.012576818466186523,0.004930257797241211,25.073034178658126,20.13217301940632,-0.003838815443926391,0.0010018348693847656
20,Ridge,1.7007336616516113,0.0002541542053222656,25.034459157615935,20.115088442713546,-0.0007523668486968393,0.0011937618255615234
20,Lasso,0.1335582733154297,0.0002715587615966797,25.04490865823583,20.115781066020798,-0.0015879786658292705,0.0011167526245117188
20,Random Forest,3.6603431701660156,0.06310820579528809,25.286763797809876,20.34697742440473,-0.021025768480962492,655.9334125518799
20,XGBoost,0.16266322135925293,0.002681255340576172,25.035636478837123,20.125128893964014,-0.0008464958806526646,0.07064652442932129
20,LightGBM,0.05201148986816406,0.0013532638549804688,25.04654801115952,20.146331664441973,-0.0017191039130357577,0.018691062927246094
21,Linear Regression,0.027035951614379883,0.008085250854492188,24.98296215635381,19.80777848152438,-0.003091489458064478,0.00093841552734375
21,Ridge,1.8397409915924072,0.0002346038818359375,24.97026673965234,19.82103632504572,-0.0020722805487187745,0.0011525154113769531
21,Lasso,0.12408804893493652,0.008245706558227539,24.97713095501429,19.828412820323233,-0.002623286706557426,0.001088857650756836
21,Random Forest,3.995821237564087,0.049097537994384766,25.20188863099243,20.058704661588575,-0.0207487614300228,691.1788394451141
21,XGBoost,0.09539079666137695,0.0023925304412841797,24.987038507915106,19.84009336212003,-0.003418855534286225,0.017114877700805664
21,LightGBM,0.026421785354614258,0.0012655258178710938,24.98666614854917,19.840224786473694,-0.003388949659306917,0.0038797855377197266
22,Linear Regression,0.007883548736572266,0.022329092025756836,24.366904312393505,19.528064707442713,0.004539824292319583,0.003813505172729492
22,Ridge,1.2355303764343262,0.00018143653869628906,24.36257555888356,19.517193305830858,0.00489347766747128,0.0008599758148193359
22,Lasso,0.07717180252075195,0.00018072128295898438,24.370200334660975,19.523488499437423,0.004270501544392458,0.0007877349853515625
22,Random Forest,3.957507610321045,0.06213879585266113,24.638989225981064,19.776700510714758,-0.01781524131734824,671.145176410675
22,XGBoost,0.0968480110168457,0.003938198089599609,24.416134618047366,19.544461363580666,0.0005133534551163832,0.018123865127563477
22,LightGBM,0.05836963653564453,0.0022323131561279297,24.40524342860457,19.554670476015662,0.0014048271252667943,0.03450489044189453
23,Linear Regression,0.022453784942626953,0.002997159957885742,24.329635011071066,19.287704649840165,-0.005738951413095439,0.0014171600341796875
23,Ridge,1.852614164352417,0.0002219676971435547,24.286086236232745,19.26439696059598,-0.0021417334169877567,0.0011289119720458984
23,Lasso,0.12533783912658691,0.00026416778564453125,24.29254679708849,19.27413746852747,-0.0026749818579507867,0.013907194137573242
23,Random Forest,3.5978939533233643,0.06154203414916992,24.53321166791198,19.53035145476858,-0.02264027923744072,655.622147321701
23,XGBoost,0.12818074226379395,0.004217386245727539,24.267741098845004,19.26398355562186,-0.0006283167206169171,0.04056406021118164
23,LightGBM,0.052435874938964844,0.0018033981323242188,24.288732906936726,19.293759869835217,-0.0023601699049224933,0.03781390190124512
24,Linear Regression,0.014506816864013672,0.014766216278076172,24.576665683045118,19.678655864030894,-0.00014965226559393585,0.0032656192779541016
24,Ridge,1.2162079811096191,0.0001583099365234375,24.557778039195995,19.66700516523155,0.0013870258033550353,0.0008809566497802734
24,Lasso,0.12034773826599121,0.00032067298889160156,24.570185458451842,19.67132254177063,0.0003777048622063406,0.0011436939239501953
24,Random Forest,4.005256175994873,0.0612790584564209,24.947584619697114,19.95910623036072,-0.030566624454350544,677.4957568645477
24,XGBoost,0.09200096130371094,0.0039331912994384766,24.575028284686947,19.685709836571124,-1.6388553876423018e-05,0.015941381454467773
24,LightGBM,0.05644941329956055,0.0011055469512939453,24.583303316402468,19.694234047648795,-0.0006899634091483975,0.0056743621826171875
25,Linear Regression,0.01013326644897461,0.010530233383178711,25.11530009942906,20.161470906483654,-0.00013479375556491036,0.001033782958984375
25,Ridge,1.909498691558838,0.00023627281188964844,25.09148262775531,20.173225724790836,0.0017612128340063204,0.0011696815490722656
25,Lasso,0.1264941692352295,0.0003838539123535156,25.107072152661594,20.16903538177829,0.0005204011147182941,0.0010762214660644531
25,Random Forest,6.736504793167114,0.060389041900634766,25.325223094760638,20.458294606686817,-0.01692366079651242,643.4497492313385
25,XGBoost,0.17085909843444824,0.0041942596435546875,25.101045495758342,20.21205669404399,0.0010001701335886626,0.06919145584106445
25,LightGBM,0.0334627628326416,0.002151966094970703,25.11573354064988,20.21253108578849,-0.00016931481523418945,0.026159048080444336
26,Linear Regression,0.01075124740600586,0.011427640914916992,24.787533004304695,19.93356804476341,-0.0029029437625820442,0.0013740062713623047
26,Ridge,1.205301284790039,0.00018668174743652344,24.745738139306557,19.901196654291898,0.0004762432807473571,0.0007839202880859375
26,Lasso,0.08768987655639648,0.000171661376953125,24.755192143306907,19.90883651635439,-0.0002876302082719384,0.0007789134979248047
26,Random Forest,3.414374589920044,0.04958367347717285,24.892883462988042,19.999880196902566,-0.011446013544196942,629.9601695537567
26,XGBoost,0.3260483741760254,0.004557371139526367,24.736606307818267,19.902927685815044,0.0012138085392473519,0.09124279022216797
26,LightGBM,0.0596158504486084,0.0017735958099365234,24.794076736923547,19.939661896712952,-0.0034325321619099736,0.035689592361450195
27,Linear Regression,0.008674144744873047,0.0033566951751708984,24.895137015238074,19.794240797444427,-0.000924427394922267,0.0010793209075927734
27,Ridge,1.8681614398956299,0.00024437904357910156,24.89242533483897,19.788130015777583,-0.000706389685076303,0.001119852066040039
27,Lasso,0.0858304500579834,0.00016880035400390625,24.899760929155192,19.78977111956201,-0.0012962765795019315,0.0008108615875244141
27,Random Forest,3.886549711227417,0.05024385452270508,25.136320460165347,19.99843183962306,-0.02041223104560186,679.5219097137451
27,XGBoost,1.346147060394287,0.012992382049560547,24.908863339140662,19.804317136751305,-0.0020284824153105063,0.03594374656677246
27,LightGBM,0.05161762237548828,0.002245187759399414,24.90579430037719,19.796136551626695,-0.0017815763433617349,0.00908970832824707
28,Linear Regression,0.036797285079956055,0.007207155227661133,25.41936322381963,20.338831520542318,-0.0005989624363811341,0.0014157295227050781
28,Ridge,5.194693088531494,0.0025217533111572266,25.398506308835227,20.325316274353906,0.001042372596325447,0.0012519359588623047
28,Lasso,0.3444817066192627,0.005018949508666992,25.400403432864955,20.323763721951778,0.0008931341115956393,0.0029528141021728516
28,Random Forest,4.964788436889648,0.07126021385192871,25.635896401569816,20.432351082515684,-0.017718642839680276,695.8701882362366
28,XGBoost,0.11147570610046387,0.004055023193359375,25.40781045063169,20.336152159169288,0.00031034956310505013,0.026916980743408203
28,LightGBM,0.04055309295654297,0.002423524856567383,25.41573600492316,20.32868231697556,-0.00031342164732417466,0.03705143928527832
29,Linear Regression,0.013224363327026367,0.013950824737548828,24.32683504361311,19.465081515954413,-0.003730010201712375,0.0015416145324707031
29,Ridge,1.9109036922454834,0.0002541542053222656,24.27928630663377,19.429174515764917,0.0001898956916205341,0.0011093616485595703
29,Lasso,0.1372206211090088,0.0002536773681640625,24.2681099379034,19.418597846608648,0.0011101595207201331,0.001214742660522461
29,Random Forest,4.006839752197266,0.04905843734741211,24.466882503005813,19.586681678432914,-0.015320047435624318,668.2073340415955
29,XGBoost,0.09026837348937988,0.00244903564453125,24.282069014420408,19.445147060244942,-3.929875531949456e-05,0.010218381881713867
29,LightGBM,0.048486948013305664,0.001741170883178711,24.279258130810856,19.444508366820724,0.00019221622573706298,0.01562047004699707
30,Linear Regression,0.013623714447021484,0.014127731323242188,25.0022638283122,19.87022845529432,-0.00915396055775708,0.001344442367553711
30,Ridge,1.2352263927459717,0.0001533031463623047,24.946900422331225,19.833743161850027,-0.0046896973927454955,0.0008208751678466797
30,Lasso,0.08532834053039551,0.00017142295837402344,24.95260328777862,19.836142013202412,-0.005149094348560368,0.000823974609375
30,Random Forest,3.8154454231262207,0.06023669242858887,25.259367948491338,20.06694448385651,-0.03001540532256919,699.2517652511597
30,XGBoost,0.09044647216796875,0.004376888275146484,24.945586552088976,19.83789963708814,-0.004583872852389481,0.01727461814880371
30,LightGBM,0.04671669006347656,0.0011568069458007812,24.949408040426867,19.841534266266187,-0.004891686789804117,0.002821207046508789
