Experiment,Model,Train Time (s),Inference Time (s),RMSE,MAE,R2 Score,SHAP Time (s)
15,Lasso,0.05447554588317871,0.00022101402282714844,5.427041075418693,4.318305065485872,0.3868345909317943,0.0009889602661132812
15,Random Forest,1.2997217178344727,0.05934429168701172,5.258033496224357,4.184439887746497,0.42443003059288786,75.57471418380737
15,XGBoost,2.265007495880127,0.013817071914672852,5.113916723430966,4.075296877167616,0.4555490842593023,2.502573251724243
15,LightGBM,0.12787079811096191,0.008531570434570312,5.094313480580111,4.062668846761408,0.45971518535824485,4.348525762557983
16,Linear Regression,0.005407571792602539,0.016426801681518555,5.53675374310248,4.374011675792149,0.3955771574563003,0.002119779586791992
16,Ridge,4.203940391540527,0.00020813941955566406,5.537238190268361,4.3745247779557355,0.39547138293330997,0.001154184341430664
16,Lasso,0.11748909950256348,0.00023293495178222656,5.543136973405096,4.381490994262754,0.3941826962275675,0.0011570453643798828
16,Random Forest,1.3413457870483398,0.04645037651062012,5.240669760442305,4.147661966364088,0.4584930433301595,79.37883710861206
16,XGBoost,3.502387046813965,0.026376724243164062,5.143480805268448,4.097519463240535,0.47839145185831644,3.0233070850372314
16,LightGBM,0.17564630508422852,0.00715184211730957,5.172966972893301,4.112746187424777,0.4723938315642967,3.556640148162842
17,Linear Regression,0.009921789169311523,0.018564701080322266,5.46214929106356,4.333772588871243,0.353513338541938,0.0019154548645019531
17,Ridge,1.510317087173462,0.00022149085998535156,5.461642359703919,4.3330781220601,0.3536333312909795,0.0012259483337402344
17,Lasso,0.11885714530944824,0.0002295970916748047,5.456321919629921,4.331111421569638,0.35489202963743904,0.0011065006256103516
17,Random Forest,1.2913963794708252,0.06124734878540039,5.134914872880894,4.082484305420641,0.4286543396065705,76.64930129051208
17,XGBoost,13.421159029006958,0.01733112335205078,5.026075770395904,3.995745576947048,0.4526180156517552,3.6645350456237793
17,LightGBM,0.1082906723022461,0.007816553115844727,5.039116197885394,4.007792718712919,0.4497739060558025,4.718247652053833
18,Linear Regression,0.008067846298217773,0.024207353591918945,5.640779894158833,4.521618562805461,0.3674675310233054,0.002072572708129883
18,Ridge,0.9290893077850342,0.00013399124145507812,5.641073112493218,4.522296347312511,0.3674017688623915,0.0007803440093994141
18,Lasso,0.059708356857299805,0.0001583099365234375,5.640821063857377,4.524203271257263,0.3674582978085418,0.0007450580596923828
18,Random Forest,1.2994210720062256,0.05786561965942383,5.339808174839416,4.234151639298914,0.4331660840938465,78.75453639030457
18,XGBoost,3.2400331497192383,0.01345515251159668,5.178403041966731,4.114659296073151,0.4669153045170946,6.4632508754730225
18,LightGBM,0.13479042053222656,0.00755620002746582,5.181575619462154,4.123847401652361,0.46626190980371585,3.9810826778411865
19,Linear Regression,0.004111766815185547,0.01244497299194336,5.522185799035097,4.404188299013491,0.37798068519579675,0.010162115097045898
19,Ridge,1.340744972229004,0.00020051002502441406,5.522348612734672,4.404486423373477,0.3779440059667797,0.0011751651763916016
19,Lasso,0.08802151679992676,0.00016355514526367188,5.5203340883976715,4.4052727031929875,0.37839776883328635,0.0007731914520263672
19,Random Forest,1.2756953239440918,0.04877209663391113,5.173093489335229,4.1271928514658445,0.4541384610964344,76.27433800697327
19,XGBoost,1.9245164394378662,0.010145425796508789,5.009446985573015,4.00660939778923,0.48812795649810625,2.7640316486358643
19,LightGBM,0.1113882064819336,0.008342981338500977,4.978109761559347,3.9771102248037797,0.49451208504320965,4.9249045848846436
20,Linear Regression,0.009084224700927734,0.018659114837646484,5.510829683505807,4.359598688001433,0.3733736077818379,0.0023429393768310547
20,Ridge,1.5633199214935303,0.00020647048950195312,5.510723915585779,4.359576407471006,0.3733976609055697,0.0011475086212158203
20,Lasso,0.11992883682250977,0.00024580955505371094,5.5080745899212795,4.3572691822515495,0.37400000449483917,0.0011174678802490234
20,Random Forest,1.2887489795684814,0.059250593185424805,5.26297558504472,4.163907881887133,0.4284721274462473,79.68286657333374
20,XGBoost,3.646646499633789,0.015395879745483398,5.0733903724529394,3.98500518478205,0.4689061586055766,3.2664976119995117
20,LightGBM,0.10327410697937012,0.006026744842529297,5.081672383135449,3.999001270917584,0.4671707845417111,3.7261533737182617
21,Linear Regression,0.0028295516967773438,0.01883840560913086,5.604700006082911,4.489655930220444,0.35193515420916277,0.0019240379333496094
21,Ridge,0.9324765205383301,0.00014710426330566406,5.604572380328562,4.489774685541908,0.3519646683037697,0.0007810592651367188
21,Lasso,0.05460858345031738,0.00014162063598632812,5.602592745990379,4.489883912541609,0.35242238259174596,0.0007445812225341797
21,Random Forest,1.2627763748168945,0.04673051834106445,5.319796398022889,4.245692594323762,0.4161466956567599,79.1755096912384
21,XGBoost,2.6486449241638184,0.013643741607666016,5.14741361683347,4.0896933187077655,0.45337202438025703,2.7830638885498047
21,LightGBM,0.11658048629760742,0.00719904899597168,5.170204568951145,4.115297696512794,0.4485207522004223,6.355792284011841
22,Linear Regression,0.009267568588256836,0.017216205596923828,5.6242073842494165,4.465162235969101,0.3520230259076146,0.0020134449005126953
22,Ridge,0.9757974147796631,0.0001804828643798828,5.624128953007394,4.465541019881654,0.35204109824422913,0.0007889270782470703
22,Lasso,0.06479859352111816,0.00020241737365722656,5.626210940449782,4.470417554226775,0.35156127567691764,0.0008606910705566406
22,Random Forest,1.3310680389404297,0.05872225761413574,5.312027135498121,4.256541672980347,0.42196053463279093,79.18122696876526
22,XGBoost,2.9797189235687256,0.014762639999389648,5.181328663808419,4.135265269596268,0.4500550683755141,3.102576494216919
22,LightGBM,0.13974833488464355,0.007297992706298828,5.1804220281865,4.135108351978714,0.45024751169445576,4.4310643672943115
23,Linear Regression,0.00487518310546875,0.012109756469726562,5.536707590386793,4.367509051703005,0.35455489189353373,0.006617069244384766
23,Ridge,1.5503971576690674,0.00022554397583007812,5.5366366293087115,4.367452671896604,0.35457143645055034,0.0011475086212158203
23,Lasso,0.1172795295715332,0.00024509429931640625,5.536685166752125,4.367497805506809,0.3545601199810776,0.0011610984802246094
23,Random Forest,1.316788673400879,0.05848407745361328,5.186750801866186,4.131206501435849,0.43356914360143095,79.33031630516052
23,XGBoost,2.8827266693115234,0.014322996139526367,5.049993397249134,4.017435740773775,0.4630451633806436,3.0622806549072266
23,LightGBM,0.13037610054016113,0.007850408554077148,5.056841733253347,4.020327962175506,0.4615878385000872,4.709506511688232
24,Linear Regression,0.003652334213256836,0.015102386474609375,5.5207251680285685,4.431627385406023,0.35369661278210107,0.002077341079711914
24,Ridge,0.9465036392211914,0.0001404285430908203,5.520301824162631,4.431472731209958,0.3537957295016153,0.0007894039154052734
24,Lasso,0.0577387809753418,0.0001571178436279297,5.51667944517467,4.430508755475692,0.3546435196549914,0.0007860660552978516
24,Random Forest,1.2983899116516113,0.05980658531188965,5.213514931795443,4.171431386545495,0.4236246219444524,77.87538599967957
24,XGBoost,5.5462806224823,0.020124435424804688,5.070869428782882,4.0587812473342035,0.4547332286770984,6.614758253097534
24,LightGBM,0.13605690002441406,0.008118629455566406,5.082990177048336,4.058076128676563,0.452123443486226,4.674921274185181
25,Linear Regression,0.002033710479736328,0.013748645782470703,5.668028480192942,4.490742806174015,0.3542778936127896,0.0022382736206054688
25,Ridge,1.6920750141143799,0.00020503997802734375,5.668047056672633,4.491075296186964,0.3542736610076451,0.0011379718780517578
25,Lasso,0.1202383041381836,0.00023436546325683594,5.666874569686444,4.490998281010331,0.35454078208636686,0.0010538101196289062
25,Random Forest,1.287431001663208,0.06030583381652832,5.326858023618056,4.214680050421333,0.42967310697550853,77.37897729873657
25,XGBoost,5.313375234603882,0.016909360885620117,5.16504013128587,4.099471621889536,0.46379728615384685,3.4408347606658936
25,LightGBM,0.12569594383239746,0.015767574310302734,5.171067817826903,4.100806758656272,0.4625450411629364,4.199721336364746
26,Linear Regression,0.005374908447265625,0.012907981872558594,5.54787265460419,4.440304165419178,0.39964503357595704,0.002350330352783203
26,Ridge,4.925071477890015,0.00021028518676757812,5.5495273867050825,4.441667630995691,0.39928685131455466,0.0020971298217773438
26,Lasso,0.1286602020263672,0.0002391338348388672,5.553492236149941,4.445817568650689,0.39842818792147716,0.001253366470336914
26,Random Forest,1.3779726028442383,0.06104612350463867,5.222397628985345,4.19723958472463,0.46802035992936175,78.00340914726257
26,XGBoost,3.1121950149536133,0.010070323944091797,5.0643199293636645,4.043753877924252,0.49973812391131966,2.78456711769104
26,LightGBM,0.12292718887329102,0.006468296051025391,5.078369215973739,4.066228793538403,0.4969586504745568,3.998213052749634
27,Linear Regression,0.005742311477661133,0.019800662994384766,5.375333783204092,4.252815058377625,0.40741765371287,0.0011456012725830078
27,Ridge,1.3925154209136963,0.00020647048950195312,5.375694528514309,4.253277531938417,0.4073381131729925,0.0012736320495605469
27,Lasso,0.08225750923156738,0.00015974044799804688,5.377538666504825,4.2548081210968585,0.4069314167864553,0.0007736682891845703
27,Random Forest,1.345334529876709,0.05997657775878906,5.109071609076813,4.0300143186746835,0.4646697132192088,76.35816717147827
27,XGBoost,7.264512538909912,0.013657331466674805,4.891520473057751,3.8560934482057228,0.5092892341971587,3.724275588989258
27,LightGBM,0.13115501403808594,0.008498668670654297,4.910768840488287,3.8663462525652004,0.5054196949861676,4.496206045150757
28,Linear Regression,0.0019943714141845703,0.014455556869506836,5.542887569116945,4.4559755098821805,0.357973370514336,0.002124309539794922
28,Ridge,1.0304017066955566,0.0007045269012451172,5.542477856293871,4.455634983416659,0.35806828018652004,0.0008552074432373047
28,Lasso,0.07208967208862305,0.00015544891357421875,5.543003492923416,4.455574665630126,0.3579465155770525,0.0007984638214111328
28,Random Forest,1.3717098236083984,0.05941128730773926,5.187950162291778,4.166885886738127,0.43756479954915206,78.23740267753601
28,XGBoost,2.368574857711792,0.011073112487792969,5.06553283472522,4.061002014411622,0.46379461365385133,2.922769546508789
28,LightGBM,0.11127519607543945,0.007411479949951172,5.07562402001704,4.067896537797803,0.4616561071105819,6.9627909660339355
29,Linear Regression,0.010483980178833008,0.01442098617553711,5.6384119186403066,4.467778869353713,0.35524153399447755,0.002135038375854492
29,Ridge,0.9815046787261963,0.00013065338134765625,5.63839622656906,4.467936723819653,0.3552451227999258,0.0008027553558349609
29,Lasso,0.07131123542785645,0.0007658004760742188,5.638981057286336,4.471282301029467,0.3551113641928082,0.0008220672607421875
29,Random Forest,1.2998359203338623,0.05020403861999512,5.223364743759745,4.146108426872779,0.4466700736959025,77.55814504623413
29,XGBoost,2.0838804244995117,0.012000322341918945,5.137251367176298,4.075664208309375,0.4647642848193593,2.431387186050415
29,LightGBM,0.10672211647033691,0.007058858871459961,5.13861124354115,4.077125308715699,0.4644808839571266,4.2337164878845215
30,Linear Regression,0.002269268035888672,0.014461994171142578,5.621872175180521,4.474580985090524,0.3698654139554931,0.0021495819091796875
30,Ridge,1.795773983001709,0.00022935867309570312,5.621978940420665,4.474689433491939,0.3698414798968269,0.0012233257293701172
30,Lasso,0.11812663078308105,0.00024056434631347656,5.621380645651305,4.47276845755077,0.3699755965447372,0.0010983943939208984
30,Random Forest,1.3805620670318604,0.05988049507141113,5.2746311301711994,4.189778968938969,0.4453033144605737,77.79758715629578
30,XGBoost,4.750029563903809,0.012099266052246094,5.223398365833181,4.1702605654802865,0.4560265775630884,2.5315637588500977
30,LightGBM,0.0982818603515625,0.005114555358886719,5.223812585040346,4.173305271875244,0.45594029918331924,3.035062789916992
